ID	Movement	dDay	DayInYear	BearID	Repro	Year	Den	Avail	MainHabitat	Month	Season
1267	4.758836241	2191	364	7860	2	1993	1	0.5442	4	12	4
1268	93.00791284	2229	37	7860	0	1994	0	0.9428	4	2	1
1269	84.83569024	2247	55	7860	0	1994	0	0.8899	4	2	1
1270	130.6749389	2253	61	7860	0	1994	0	0.5728	1	3	1
1271	110.3031859	2259	67	7860	0	1994	0	0.8709	4	3	1
1272	134.9566605	2265	73	7860	0	1994	0	0.3832	1	3	1
1273	67.27741202	2301	109	7860	0	1994	0	0.9743	4	4	2
1274	82.78857867	2307	115	7860	0	1994	0	0.9805	4	4	2
1275	11.16370192	2313	121	7860	0	1994	0	0.9679	4	5	2
1276	73.49700895	2319	127	7860	0	1994	0	0.9778	4	5	2
1277	169.8112584	2337	145	7860	0	1994	0	0.5132	4	5	2
1278	66.08684524	2343	151	7860	0	1994	0	0.7476	4	6	2
1279	43.2692073	2349	157	7860	0	1994	0	0.5517	4	6	2
1280	196.8618678	2355	163	7860	0	1994	0	0.6546	1	6	2
1298	39.1305475	1951	124	7873	0	1993	0	0.4868	5	5	2
1299	40.0766994	1957	130	7873	0	1993	0	0.4966	4	5	2
1300	79.43680713	1963	136	7873	0	1993	0	0.4207	4	5	2
1301	86.57802483	1969	142	7873	0	1993	0	0.5614	5	5	2
1302	65.07579084	1975	148	7873	0	1993	0	0.8402	4	5	2
1303	35.73838919	1981	154	7873	0	1993	0	0.6491	4	6	2
1304	38.36590564	2041	214	7873	0	1993	0	0.9321	4	8	3
1305	47.28326699	2047	220	7873	0	1993	0	0.8253	4	8	3
1306	22.69581427	2053	226	7873	0	1993	0	0.9483	4	8	3
1307	178.287224	2107	280	7873	0	1993	0	0.9012	4	10	4
1308	0.562638921	2143	316	7873	0	1993	0	0.6563	5	11	4
1309	5.759364283	2149	322	7873	0	1993	0	0.6563	5	11	4
1310	1.495524203	2155	328	7873	0	1993	0	0.6563	5	11	4
1311	5.71058022	2161	334	7873	0	1993	0	0.6563	5	12	4
1312	39.66196488	2167	340	7873	0	1993	0	0.6563	5	12	4
1313	3.025152068	2173	346	7873	0	1993	0	0.8344	5	12	4
1314	3.880861489	2179	352	7873	0	1993	0	0.8344	5	12	4
1315	7.940048934	2185	358	7873	0	1993	0	0.8344	5	12	4
1316	5.203304569	2191	364	7873	0	1993	0	0.83	5	12	4
1317	12.07948635	2197	5	7873	1	1994	0	0.7806	5	1	1
1318	11.36872856	2203	11	7873	1	1994	0	0.83	5	1	1
1319	8.345883294	2209	17	7873	1	1994	0	0.83	5	1	1
1320	23.48326659	2227	35	7873	1	1994	0	0.8344	5	2	1
1321	19.00768692	2233	41	7873	1	1994	0	0.768	5	2	1
1322	9.165759592	2239	47	7873	1	1994	0	0.768	5	2	1
1323	103.983696	2269	77	7873	1	1994	0	0.9124	5	3	1
1324	198.9393083	2275	83	7873	1	1994	0	0.7324	5	3	1
1325	66.9287725	2281	89	7873	1	1994	0	0.9347	4	3	1
1326	90.74926912	2299	107	7873	1	1994	0	0.9891	4	4	2
1327	47.63778264	2317	125	7873	1	1994	0	0.9791	4	5	2
1328	34.47292593	2323	131	7873	1	1994	0	0.9742	4	5	2
1329	36.64097085	2329	137	7873	1	1994	0	0.9802	4	5	2
1330	39.47559158	2335	143	7873	1	1994	0	0.8972	4	5	2
1331	85.92441715	2353	161	7873	1	1994	0	0.9172	4	6	2
1332	54.34469582	2389	197	7873	1	1994	0	0.9495	4	7	3
1333	34.93538853	2395	203	7873	1	1994	0	0.9751	4	7	3
1334	117.6250802	2401	209	7873	1	1994	0	0.819	3	7	3
1335	27.21374978	2407	215	7873	1	1994	0	0.5807	4	8	3
1336	46.56645342	2413	221	7873	1	1994	0	0.6857	4	8	3
1337	48.53582119	2419	227	7873	1	1994	0	0.4813	3	8	3
1338	23.5432359	2527	335	7873	1	1994	0	0.6726	4	12	4
1339	19.1172122	2533	341	7873	1	1994	0	0.4923	4	12	4
1340	66.28400971	2551	359	7873	1	1994	0	0.4868	5	12	4
1341	79.188329	2557	0	7873	2	1995	1	0.4283	5	1	1
1342	148.7393353	2563	6	7873	2	1995	1	0.4984	3	1	1
1343	124.9515679	2581	24	7873	2	1995	1	0.3879	4	1	1
1344	80.08863073	2587	30	7873	2	1995	1	0.4449	2	1	1
1345	92.6890001	2593	36	7873	2	1995	1	0.7302	5	2	1
1346	23.88634846	2599	42	7873	2	1995	1	0.4962	5	2	1
1347	100.3527635	2605	48	7873	2	1995	1	0.4934	4	2	1
1348	47.23633146	2611	54	7873	2	1995	1	0.4558	5	2	1
1349	26.48815288	2617	60	7873	2	1995	1	0.4903	4	3	1
1350	96.81539573	2623	66	7873	2	1995	1	0.6463	4	3	1
1351	93.05629867	2647	90	7873	2	1995	1	0.9669	4	4	2
1352	79.82910082	2653	96	7873	2	1995	1	0.9761	4	4	2
1353	39.65068468	2677	120	7873	2	1995	1	0.9114	4	5	2
1354	106.8136003	2713	156	7873	2	1995	1	0.542	3	6	2
1355	34.62030458	3025	103	7873	0	1996	0	0.5981	5	4	2
1356	37.65464608	3031	109	7873	0	1996	0	0.3926	3	4	2
1357	27.86913893	3037	115	7873	0	1996	0	0.8224	4	4	2
1358	27.82607362	3061	139	7873	0	1996	0	0.8893	4	5	2
1359	23.7084679	3067	145	7873	0	1996	0	0.8664	6	5	2
1360	74.64582122	3073	151	7873	0	1996	0	0.9191	4	5	2
1361	58.11404186	3103	181	7873	0	1996	0	0.9761	4	6	2
1423	64.29980865	2320	128	7884	2	1994	1	0.8386	4	5	2
1424	91.6091623	2344	152	7884	2	1994	1	0.5026	5	6	2
1425	45.06737179	2350	158	7884	2	1994	1	0.7408	4	6	2
1426	98.44225418	2356	164	7884	2	1994	1	0.7406	4	6	2
1427	5.162684437	2386	194	7884	2	1994	1	0.7134	5	7	3
1428	190.0787355	2404	212	7884	2	1994	1	0.5026	5	8	3
1429	110.4215606	2410	218	7884	2	1994	1	0.9161	1	8	3
1430	15.42010005	2440	248	7884	2	1994	1	0.3717	1	9	3
1431	0.688291607	2650	93	7884	0	1995	0	0.7645	5	4	2
1432	18.23697895	2656	99	7884	0	1995	0	0.7645	5	4	2
1433	9.801959082	2662	105	7884	0	1995	0	0.8296	5	4	2
1434	41.89552601	2668	111	7884	0	1995	0	0.8296	5	4	2
1435	50.17470948	2698	141	7884	0	1995	0	0.7184	3	5	2
1436	75.34196293	2716	159	7884	0	1995	0	0.8295	4	6	2
1437	32.93635365	2722	165	7884	0	1995	0	0.536	5	6	2
1438	43.46802013	2728	171	7884	0	1995	0	0.4066	3	6	2
1439	116.1047776	2770	213	7884	0	1995	0	0.7134	5	8	3
1440	6.218860543	2788	231	7884	0	1995	0	0.4875	3	8	3
1441	17.38152216	2794	237	7884	0	1995	0	0.5253	3	8	3
1442	16.03081831	2800	243	7884	0	1995	0	0.6409	5	9	3
1443	20.06083616	2818	261	7884	0	1995	0	0.6409	5	9	3
1444	5.522079166	2824	267	7884	0	1995	0	0.6409	5	9	3
1445	5.260569711	2842	285	7884	0	1995	0	0.6409	5	10	4
1446	108.1562573	2872	315	7884	0	1995	0	0.9698	4	11	4
1447	41.98667583	3034	112	7884	1	1996	0	0.704	4	4	2
1448	38.54681603	2311	119	7898	1	1994	0	0.6767	4	4	2
1449	69.97075671	2317	125	7898	1	1994	0	0.3508	4	5	2
1450	96.83058414	2323	131	7898	1	1994	0	0.443	4	5	2
1451	112.9442015	2371	179	7898	1	1994	0	0.6029	4	6	2
1452	30.0491637	2389	197	7898	1	1994	0	0.4951	4	7	3
1453	46.508608	2395	203	7898	1	1994	0	0.3883	3	7	3
1454	67.01276526	2413	221	7898	1	1994	0	0.7964	1	8	3
1455	91.16328985	2533	341	7898	1	1994	0	0.6845	1	12	4
1456	56.8645101	2539	347	7898	1	1994	0	0.3734	2	12	4
1457	145.1873082	2575	18	7898	2	1995	1	0.3837	4	1	1
1458	73.41590553	2581	24	7898	2	1995	1	0.3278	2	1	1
1459	226.6070227	2587	30	7898	2	1995	1	0.6321	4	1	1
1460	35.49059133	2593	36	7898	2	1995	1	0.6808	4	2	1
1461	156.4826968	2629	72	7898	2	1995	1	0.5398	4	3	1
1462	116.2661469	2635	78	7898	2	1995	1	0.8173	4	3	1
1463	100.9591522	2641	84	7898	2	1995	1	0.4645	4	3	1
1464	73.49946705	2647	90	7898	2	1995	1	0.594	1	4	2
1465	124.6597783	2677	120	7898	2	1995	1	0.5183	3	5	2
1466	119.8518716	2683	126	7898	2	1995	1	0.8056	4	5	2
1467	60.24660345	2737	180	7898	2	1995	1	0.5304	3	6	2
1468	53.75617358	3013	91	7898	0	1996	0	0.6041	4	4	2
1469	22.79586743	3019	97	7898	0	1996	0	0.6838	4	4	2
1470	29.12786597	3025	103	7898	0	1996	0	0.7358	4	4	2
1471	43.14687192	3031	109	7898	0	1996	0	0.7463	4	4	2
1472	118.0806784	3037	115	7898	0	1996	0	0.6792	4	4	2
1473	95.29534355	3067	145	7898	0	1996	0	0.3968	6	5	2
1474	36.24053849	3115	193	7898	0	1996	0	0.578	3	7	3
1475	69.58722117	3121	199	7898	0	1996	0	0.7055	1	7	3
1476	66.39893616	3127	205	7898	0	1996	0	0.5224	2	7	3
1477	93.70724282	3175	253	7898	0	1996	0	0.6904	1	9	3
1478	103.6693392	3433	145	7898	1	1997	0	0.7545	4	5	2
1479	23.36708037	3451	163	7898	1	1997	0	0.5656	3	6	2
1480	69.63112147	3499	211	7898	1	1997	0	0.7678	1	7	3
1481	140.4324616	3589	301	7898	1	1997	0	0.8279	4	10	4
1482	86.77570211	3793	140	7898	2	1998	1	0.4551	3	5	2
1483	37.92056139	4237	219	7898	2	1999	1	0.2735	4	8	3
1484	42.32205858	4261	243	7898	2	1999	1	0.5719	4	9	3
1485	74.50127545	4267	249	7898	0	1999	0	0.3181	4	9	3
1486	52.40883827	2651	94	7909	2	1995	1	0.9351	4	4	2
1487	42.21448704	2657	100	7909	2	1995	1	0.8169	4	4	2
1488	50.741781	2663	106	7909	2	1995	1	0.881	4	4	2
1489	55.84469806	2669	112	7909	2	1995	1	0.9394	4	4	2
1490	7.438192204	2675	118	7909	2	1995	1	0.8432	4	4	2
1491	37.42526104	2681	124	7909	2	1995	1	0.9715	4	5	2
1492	32.71708828	2687	130	7909	2	1995	1	0.8936	4	5	2
1493	4.242453194	2651	94	7911	2	1995	1	0.9173	4	4	2
1494	62.37334143	2657	100	7911	2	1995	1	0.555	3	4	2
1495	53.1832945	2663	106	7911	2	1995	1	0.9602	4	4	2
1496	85.99883748	2669	112	7911	2	1995	1	0.9679	4	4	2
1497	30.55715349	2675	118	7911	2	1995	1	0.7568	4	4	2
1498	5.019008853	2681	124	7911	2	1995	1	0.5745	4	5	2
1499	54.03220016	2687	130	7911	2	1995	1	0.7301	5	5	2
1500	71.17477593	2717	160	7911	2	1995	1	0.7696	5	6	2
1501	20.88324625	3011	89	7911	0	1996	0	0.7441	4	3	1
1502	34.63996321	3017	95	7911	0	1996	0	0.886	4	4	2
1503	41.24812409	3023	101	7911	0	1996	0	0.9397	4	4	2
1504	12.75675935	3029	107	7911	0	1996	0	0.6909	5	4	2
1505	2.795725093	3035	113	7911	0	1996	0	0.6966	5	4	2
1506	10.24378223	3041	119	7911	0	1996	0	0.6966	5	4	2
1507	3.657106049	3047	125	7911	0	1996	0	0.6966	5	5	2
1508	14.05646954	3053	131	7911	0	1996	0	0.6966	5	5	2
1509	21.69368176	3059	137	7911	0	1996	0	0.6318	5	5	2
1510	26.96338351	3065	143	7911	0	1996	0	0.6318	5	5	2
1511	45.91172694	3071	149	7911	0	1996	0	0.5749	4	5	2
1512	20.81997389	3089	167	7911	0	1996	0	0.6966	5	6	2
1513	17.7175957	3095	173	7911	0	1996	0	0.6318	5	6	2
1514	17.29959798	3113	191	7911	0	1996	0	0.5588	3	7	3
1515	72.55484491	3143	221	7911	0	1996	0	0.5037	2	8	3
1516	79.38496143	3149	227	7911	0	1996	0	0.6921	5	8	3
1517	100.7697665	3155	233	7911	0	1996	0	0.8881	1	8	3
1518	0.781591761	3215	293	7911	0	1996	0	0.7363	1	10	4
1519	0.11805962	3233	311	7911	0	1996	0	0.5579	3	11	4
1520	164.5077013	2657	100	7913	2	1995	1	0.4245	1	4	2
1521	74.00888651	2663	106	7913	2	1995	1	0.8723	4	4	2
1522	33.9514532	3011	89	7913	0	1996	0	0.4745	5	3	1
1523	74.71950354	3065	143	7913	0	1996	0	0.8548	4	5	2
1524	243.0536034	3371	83	7913	1	1997	0	0.5056	2	3	1
1525	149.4944757	2656	99	7917	2	1995	1	0.3946	1	4	2
1526	35.33476971	2662	105	7917	2	1995	1	0.8958	4	4	2
1527	28.06825662	2668	111	7917	2	1995	1	0.9284	4	4	2
1528	88.19620135	2674	117	7917	2	1995	1	0.8955	4	4	2
1529	63.35849291	2680	123	7917	2	1995	1	0.9543	4	5	2
1530	50.18769287	2686	129	7917	2	1995	1	0.9018	4	5	2
1531	62.9563451	2692	135	7917	2	1995	1	0.4	4	5	2
1532	48.82808725	2710	153	7917	2	1995	1	0.8	4	6	2
1533	80.69924555	2716	159	7917	2	1995	1	0.8735	4	6	2
1534	75.79256285	3010	88	7917	0	1996	0	0.504	4	3	1
1535	43.77965364	3016	94	7917	0	1996	0	0.9238	4	4	2
1536	111.3820651	3040	118	7917	0	1996	0	0.9743	4	4	2
1537	127.820235	3292	4	7917	1	1997	0	0.4956	5	1	1
1538	52.39456198	3298	10	7917	1	1997	0	0.7251	4	1	1
1539	195.4247274	3322	34	7917	1	1997	0	0.9698	4	2	1
1540	6.156406163	3364	76	7917	1	1997	0	0.6965	4	3	1
1541	122.8247798	3388	100	7917	1	1997	0	0.8254	4	4	2
1542	58.86942655	3406	118	7917	1	1997	0	0.879	4	4	2
1543	81.99483109	3412	124	7917	1	1997	0	0.9345	4	5	2
1544	97.51506739	3442	154	7917	1	1997	0	0.5665	3	6	2
1545	27.7408272	3448	160	7917	1	1997	0	0.7019	3	6	2
1546	33.8640544	3454	166	7917	1	1997	0	0.7769	3	6	2
1547	71.51020345	2687	130	7918	2	1995	1	0.3964	2	5	2
1548	47.98206271	2717	160	7918	2	1995	1	0.6321	4	6	2
1549	42.71150679	2753	196	7918	2	1995	1	0.3512	2	7	3
1550	125.9176396	2759	202	7918	2	1995	1	0.6134	1	7	3
1551	68.04157195	3029	107	7918	0	1996	0	0.6816	4	4	2
1552	47.81900725	3035	113	7918	0	1996	0	0.4759	4	4	2
1553	130.1632134	3059	137	7918	0	1996	0	0.9709	4	5	2
1554	115.6112371	3065	143	7918	0	1996	0	0.6693	4	5	2
1555	72.70297008	3071	149	7918	0	1996	0	0.6201	4	5	2
1556	19.44382781	3095	173	7918	0	1996	0	0.6288	4	6	2
1557	44.41272583	3101	179	7918	0	1996	0	0.5695	4	6	2
1558	33.53525615	3107	185	7918	0	1996	0	0.8062	3	7	3
1559	78.7864345	3137	215	7918	0	1996	0	0.5215	1	8	3
1560	33.46538743	3143	221	7918	0	1996	0	0.4042	2	8	3
1561	153.8559036	3149	227	7918	0	1996	0	0.3586	2	8	3
1562	49.86735079	3179	257	7918	0	1996	0	0.3581	2	9	3
1563	77.39080685	3185	263	7918	0	1996	0	0.5543	4	9	3
1564	99.0021302	3203	281	7918	0	1996	0	0.5188	3	10	4
1565	119.4834149	2840	283	7928	0	1995	0	0.8079	4	10	4
1566	162.9961604	3014	92	7928	1	1996	0	0.892	4	4	2
1567	72.86987771	3032	110	7928	1	1996	0	0.9597	4	4	2
1568	86.33217672	3038	116	7928	1	1996	0	0.9528	4	4	2
1569	41.60979719	3044	122	7928	1	1996	0	0.9423	4	5	2
1570	119.3766525	3050	128	7928	1	1996	0	0.9151	4	5	2
1571	124.1381375	3056	134	7928	1	1996	0	0.9386	4	5	2
1572	154.1910773	3332	44	7928	2	1997	0	0.5393	4	2	1
1573	144.6403855	3968	315	7928	2	1998	1	0.3934	4	11	4
1574	186.3719351	3974	321	7928	2	1998	1	0.7795	1	11	4
1575	65.43402668	2656	99	7934	2	1995	1	0.6027	4	4	2
1576	146.9529698	2674	117	7934	2	1995	1	0.5873	3	4	2
1577	46.97740758	2680	123	7934	2	1995	1	0.8419	4	5	2
1578	18.78141597	2722	165	7934	2	1995	1	0.6188	4	6	2
1579	45.16117468	2866	309	7934	2	1995	1	0.8817	4	11	4
1580	5.361666411	2992	70	7934	0	1996	0	0.4146	4	3	1
1581	3.654043622	2998	76	7934	0	1996	0	0.4575	4	3	1
1582	124.7761187	3040	118	7934	0	1996	0	0.9223	4	4	2
1583	52.85059493	3046	124	7934	0	1996	0	0.5197	4	5	2
1584	40.17877593	3100	178	7934	0	1996	0	0.7223	4	6	2
1585	41.81112135	3106	184	7934	0	1996	0	0.8448	3	7	3
1586	24.32991974	3160	238	7934	0	1996	0	0.3984	3	8	3
1587	53.08731365	3166	244	7934	0	1996	0	0.3256	1	9	3
1588	29.59087222	3184	262	7934	0	1996	0	0.7452	4	9	3
1589	20.65443895	3352	64	7934	2	1997	1	0.5117	5	3	1
1590	73.72794822	3773	120	7934	0	1998	0	0.9357	4	5	2
1591	88.02185859	3971	318	7934	0	1998	0	0.4955	2	11	4
1592	85.93139498	4031	13	7934	1	1999	0	0.4553	2	1	1
1593	101.5207307	4121	103	7934	1	1999	0	0.3088	4	4	2
1594	31.14375243	4127	109	7934	1	1999	0	0.9038	4	4	2
1595	91.78357727	4151	133	7934	1	1999	0	0.5789	4	5	2
1596	46.30835738	4157	139	7934	1	1999	0	0.9356	4	5	2
1597	40.28714416	2663	106	7935	0	1995	0	0.8694	4	4	2
1598	2.678855884	2669	112	7935	0	1995	0	0.9662	4	4	2
1599	22.87209218	2675	118	7935	0	1995	0	0.8099	4	4	2
1600	11.26684589	2681	124	7935	0	1995	0	0.9642	4	5	2
1601	36.48996568	2687	130	7935	0	1995	0	0.876	4	5	2
1602	61.31473096	2693	136	7935	0	1995	0	0.3521	4	5	2
1603	66.2079661	2711	154	7935	0	1995	0	0.6555	1	6	2
1604	19.76865815	2717	160	7935	0	1995	0	0.6093	4	6	2
1605	53.69050425	2723	166	7935	0	1995	0	0.5644	1	6	2
1606	41.34907039	2729	172	7935	0	1995	0	0.4655	4	6	2
1607	18.9862099	2735	178	7935	0	1995	0	0.5499	3	6	2
1608	45.50926607	2741	184	7935	0	1995	0	0.4283	1	7	3
1609	40.6838899	2747	190	7935	0	1995	0	0.7505	2	7	3
1610	52.59887691	2753	196	7935	0	1995	0	0.5446	2	7	3
1611	36.93335597	2783	226	7935	0	1995	0	0.6565	2	8	3
1612	54.24460281	2801	244	7935	0	1995	0	0.6447	4	9	3
1613	20.57136527	2807	250	7935	0	1995	0	0.9759	4	9	3
1614	90.2755953	2813	256	7935	0	1995	0	0.5135	3	9	3
1615	75.27095896	2819	262	7935	0	1995	0	0.4109	1	9	3
1616	162.7651426	2825	268	7935	0	1995	0	0.8944	1	9	3
1617	152.9916511	2843	286	7935	0	1995	0	0.991	4	10	4
1618	78.89567306	2849	292	7935	0	1995	0	0.6426	4	10	4
1619	30.72302117	2855	298	7935	0	1995	0	0.4701	5	10	4
1620	257.405154	2861	304	7935	0	1995	0	0.4963	4	11	4
1621	276.7761153	2903	346	7935	0	1995	0	0.8709	4	12	4
1622	96.75560441	2939	17	7935	2	1996	1	0.484	2	1	1
1623	16.12334465	2945	23	7935	2	1996	1	0.5148	4	1	1
1624	241.9798976	2951	29	7935	2	1996	1	0.3031	2	1	1
1625	4.875088663	2969	47	7935	2	1996	1	0.3741	2	2	1
1626	6.244842602	2975	53	7935	2	1996	1	0.4633	2	2	1
1627	2.142498789	2981	59	7935	2	1996	1	0.4634	1	2	1
1628	7.837848703	2987	65	7935	2	1996	1	0.9054	1	3	1
1629	1.054217302	2993	71	7935	2	1996	1	0.8903	1	3	1
1630	225.8078166	2999	77	7935	2	1996	1	0.8895	1	3	1
1631	9.672453863	3029	107	7935	2	1996	1	0.8031	4	4	2
1632	57.5737898	3047	125	7935	2	1996	1	0.6893	6	5	2
1633	54.95125868	3053	131	7935	2	1996	1	0.8043	4	5	2
1634	90.39257479	3059	137	7935	2	1996	1	0.4558	5	5	2
1635	50.31849368	3065	143	7935	2	1996	1	0.8849	4	5	2
1636	14.62681087	3071	149	7935	2	1996	1	0.8228	4	5	2
1637	0.624264812	3149	227	7935	2	1996	1	0.7759	1	8	3
1638	6.022207933	3347	59	7935	0	1997	0	0.8243	4	3	1
1639	5.902994018	3353	65	7935	0	1997	0	0.8322	4	3	1
1640	14.52333869	3359	71	7935	0	1997	0	0.8337	4	3	1
1641	127.9870979	3377	89	7935	0	1997	0	0.9848	4	3	1
1642	50.10264599	3390	102	7935	0	1997	0	0.7293	4	4	2
1643	58.64079085	2687	130	7937	0	1995	0	0.9468	4	5	2
1644	39.62375065	2693	136	7937	0	1995	0	0.9665	4	5	2
1645	17.68856917	2699	142	7937	0	1995	0	0.9753	4	5	2
1646	49.37437635	2729	172	7937	0	1995	0	0.6199	3	6	2
1647	27.61743286	2735	178	7937	0	1995	0	0.9078	3	6	2
1648	83.63821889	2903	346	7937	0	1995	0	0.7832	4	12	4
1649	16.28088623	3203	281	7937	1	1996	0	0.7426	3	10	4
1650	35.8186818	2669	112	7940	2	1995	1	0.9257	4	4	2
1651	37.3533922	2675	118	7940	2	1995	1	0.8021	4	4	2
1652	23.81441704	2681	124	7940	2	1995	1	0.8003	4	5	2
1653	73.60802849	2687	130	7940	2	1995	1	0.7656	4	5	2
1654	36.41526933	2693	136	7940	2	1995	1	0.7022	4	5	2
1655	37.72367228	2735	178	7940	2	1995	1	0.4238	3	6	2
1656	64.66777825	2741	184	7940	2	1995	1	0.7228	3	7	3
1657	133.0454314	2801	244	7940	2	1995	1	0.4753	3	9	3
1658	46.89941887	2831	274	7940	2	1995	1	0.3487	3	10	4
1659	82.22095209	3023	101	7940	0	1996	0	0.9687	4	4	2
1660	57.40378321	3029	107	7940	0	1996	0	0.9178	4	4	2
1661	9.696862808	3047	125	7940	0	1996	0	0.5061	4	5	2
1662	40.36763733	3053	131	7940	0	1996	0	0.8316	4	5	2
1663	67.38462586	3059	137	7940	0	1996	0	0.6707	4	5	2
1664	81.25655361	3065	143	7940	0	1996	0	0.8029	4	5	2
1665	21.46421458	3071	149	7940	0	1996	0	0.6404	4	5	2
1666	47.36236939	3077	155	7940	0	1996	0	0.786	4	6	2
1667	54.46047211	3083	161	7940	0	1996	0	0.7619	4	6	2
1668	61.30589267	3101	179	7940	0	1996	0	0.6811	3	6	2
1669	55.67887444	3107	185	7940	0	1996	0	0.911	3	7	3
1670	22.04482246	3113	191	7940	0	1996	0	0.5898	3	7	3
1671	55.01881531	3143	221	7940	0	1996	0	0.5101	2	8	3
1672	30.54771618	3149	227	7940	0	1996	0	0.4267	3	8	3
1673	19.94218612	3155	233	7940	0	1996	0	0.4802	3	8	3
1674	70.38600256	3365	77	7940	1	1997	0	0.9095	4	3	1
1675	29.59435706	3389	101	7940	1	1997	0	0.6688	4	4	2
1676	94.20038914	3395	107	7940	1	1997	0	0.6574	4	4	2
1677	74.2991061	3401	113	7940	1	1997	0	0.5617	5	4	2
1678	72.64241533	2676	119	7944	0	1995	0	0.9316	4	4	2
1679	66.31575898	2694	137	7944	0	1995	0	0.3797	4	5	2
1680	26.38650234	2700	143	7944	0	1995	0	0.5731	4	5	2
1681	28.88561116	2706	149	7944	0	1995	0	0.4795	4	5	2
1682	28.95419644	2712	155	7944	0	1995	0	0.3437	4	6	2
1683	82.22322194	2718	161	7944	0	1995	0	0.3714	4	6	2
1684	59.05842166	2724	167	7944	0	1995	0	0.4998	3	6	2
1685	12.19511229	2730	173	7944	0	1995	0	0.6108	3	6	2
1686	30.58399684	2736	179	7944	0	1995	0	0.7897	3	6	2
1687	13.33591931	2760	203	7944	0	1995	0	0.4633	3	7	3
1688	87.78540492	2778	221	7944	0	1995	0	0.3492	3	8	3
1689	133.2077349	2826	269	7944	0	1995	0	0.9141	1	9	3
1690	8.578213558	2832	275	7944	0	1995	0	0.4168	2	10	4
1691	190.9215538	2856	299	7944	0	1995	0	0.3659	4	10	4
1692	229.799464	2910	353	7944	0	1995	0	0.9397	4	12	4
1693	194.806547	2970	48	7944	2	1996	1	0.9569	1	2	1
1694	1.02001483	3366	78	7944	0	1997	0	0.5362	4	3	1
1695	70.84318022	3402	114	7944	0	1997	0	0.8	4	4	2
1696	15.83514563	3408	120	7944	0	1997	0	0.8169	4	5	2
1697	122.1250364	3426	138	7944	0	1997	0	0.9359	4	5	2
1698	55.74434899	3432	144	7944	0	1997	0	0.3705	1	5	2
1699	125.4612088	3630	342	7944	0	1997	0	0.6401	1	12	4
1720	71.02330174	3038	116	7991	2	1996	1	0.9817	4	4	2
1721	26.26840387	3056	134	7991	2	1996	1	0.7889	4	5	2
1722	23.14345719	3062	140	7991	2	1996	1	0.7753	4	5	2
1723	21.84413575	3068	146	7991	2	1996	1	0.764	4	5	2
1724	65.72077144	3074	152	7991	2	1996	1	0.9128	4	6	2
1725	5.797883001	3380	92	7991	0	1997	0	0.8435	4	4	2
1726	21.6921046	3386	98	7991	0	1997	0	0.8433	4	4	2
1727	19.66836614	3392	104	7991	0	1997	0	0.8421	4	4	2
1728	15.46751788	3398	110	7991	0	1997	0	0.6496	4	4	2
1729	59.26545973	3404	116	7991	0	1997	0	0.66	4	4	2
1730	6.433452921	3410	122	7991	0	1997	0	0.7118	4	5	2
1731	21.29423114	3416	128	7991	0	1997	0	0.8758	4	5	2
1732	15.00772905	3422	134	7991	0	1997	0	0.6689	4	5	2
1733	11.4768788	3428	140	7991	0	1997	0	0.8623	4	5	2
1734	19.90209515	3434	146	7991	0	1997	0	0.5263	4	5	2
1735	47.30581768	3440	152	7991	0	1997	0	0.7407	4	6	2
1736	19.50041759	3476	188	7991	0	1997	0	0.8643	3	7	3
1737	49.66326152	3506	218	7991	0	1997	0	0.6239	1	8	3
1738	125.7935827	3524	236	7991	0	1997	0	0.8299	1	8	3
1739	28.57039385	3542	254	7991	0	1997	0	0.7641	4	9	3
1740	90.59787154	3548	260	7991	0	1997	0	0.9004	3	9	3
1741	73.86560139	3554	266	7991	0	1997	0	0.8941	3	9	3
1742	89.26174811	3560	272	7991	0	1997	0	0.6115	1	9	3
1743	18.08042715	3566	278	7991	0	1997	0	0.6895	4	10	4
1744	105.4275974	3572	284	7991	0	1997	0	0.9402	4	10	4
1745	171.29167	3578	290	7991	0	1997	0	0.8927	4	10	4
1746	54.70793651	3620	332	7991	0	1997	0	0.6324	5	11	4
1747	48.53474246	3626	338	7991	0	1997	0	0.7631	5	12	4
1748	5.211295728	3644	356	7991	0	1997	0	0.7631	5	12	4
1749	60.01152196	3674	21	7991	1	1998	0	0.758	5	1	1
1750	93.40736788	3680	27	7991	1	1998	0	0.6337	4	1	1
1751	28.94649839	3686	33	7991	1	1998	0	0.8635	5	2	1
1752	10.52512786	3692	39	7991	1	1998	0	0.7631	5	2	1
1753	101.0866796	3722	69	7991	1	1998	0	0.7116	5	3	1
1754	109.9670978	3728	75	7991	1	1998	0	0.7704	4	3	1
1755	43.42432778	3734	81	7991	1	1998	0	0.9437	4	3	1
1756	130.4730571	3740	87	7991	1	1998	0	0.9729	4	3	1
1757	173.3841517	3746	93	7991	1	1998	0	0.9597	4	4	2
1758	89.5300355	3752	99	7991	1	1998	0	0.9599	4	4	2
1759	57.24999986	3758	105	7991	1	1998	0	0.9646	4	4	2
1760	54.51832703	3764	111	7991	1	1998	0	0.9463	4	4	2
1761	24.03531222	3770	117	7991	1	1998	0	0.9137	4	4	2
1762	30.25015131	3794	141	7991	1	1998	0	0.9499	4	5	2
1763	21.59565509	3818	165	7991	1	1998	0	0.7029	3	6	2
